movie_id,actor_id
55420,15338
925,15532
1639,12261
17709,658
12877,14887
9822,6885
97367,51329
4922,112
13006,585
39845,15735
1909,6450
11665,4495
25793,109560
4929,40056
294254,25663
11667,15111
77953,58225
11056,20508
21301,5726
700,10508
8961,31384
78307,79993
20024,5469
9849,8447
37931,5576
20,98
15568,77347
117942,1428379
10705,8318
193613,57637
13067,11702
15037,33259
9303,7906
16784,4726
808,6941
10535,7633
16651,1813
342521,298410
9396,42841
9588,4566
14811,129550
158852,52018
325373,122889
2907,5657
290864,1341
13809,20286
400,1271
10388,40481
11298,17494
2056,22970
270938,64856
133694,17697
44835,524
8055,5847
9437,192
22488,88834
48463,140530
325133,19274
2140,2233
9804,3432
1248,16790
10393,6384
12429,78348
2669,4173
19366,5916
59678,236695
50725,58873
172533,84223
280381,1229762
31005,131
1878,2219
4911,100
268238,76788
209263,15886
109451,1772
236751,17521
642,4135
36691,44735
146631,323331
26428,25072
84184,80591
1808,1244
280391,82302
23367,5317
10999,13312
14655,2231
13649,67600
588,8329
7451,12835
40688,8167
114150,29221
266647,9828
252512,3489
507,7037
9444,3036
13523,54729
82690,4764
16162,6195
244783,1121400
17182,35
19997,19216
220490,1263941
365222,117760
9665,2130
1417,16971
127867,11665
7445,2219
40769,40864
11531,4889
271969,20286
29076,17485
14438,525139
168530,55638
7446,3223
356483,6681
167,1979
44214,524
125263,112693
204082,976
3175,31070
41439,36055
10197,11856
10069,19664
3132,4173
3877,1121
2255,16484
10368,5309
36593,7633
675,10990
22530,113745
765,11750
9899,139
9348,147
228550,1263112
628,287
6557,50463
6950,192
11468,6163
117251,134
9837,5576
79694,45827
27983,40174
75674,41901
18823,65731
8359,15887
319888,1303037
4421,3416
12837,501
68724,82191
9624,6720
173,2090
288927,101781
170687,2282
25132,52852
4953,2047
55721,41091
180383,10565
9623,7447
49524,10859
251,723
10683,1233
13682,90453
61337,26467
13503,18976
214,2144
3059,29950
69382,558543
6977,3810
18162,58016
43959,1285
9600,9781
32222,109024
16614,37917
37958,34502
294512,1298888
36557,1019
935,12446
23483,27428
13282,16483
76203,5294
241251,1348957
125123,4935
80215,1052103
10894,23958
82675,10696
78705,1018729
21972,58197
25769,15555
10528,53714
200,2388
3080,30003
17994,82580
4517,118
277519,1098628
10985,13446
10072,5141
44853,3064
8467,8447
9390,9137
879,2157
38541,2712
122917,30315
37724,8784
711,10689
206197,5526
61012,239019
20943,17276
8669,3223
12454,53367
6016,10698
19901,5293
10866,22290
208134,95789
184098,8177
253412,76512
43923,132712
10398,21089
9801,3291
10187,62564
15660,2958
10217,98
26843,5401
44638,72855
12106,4430
7364,10297
137093,3392
190847,6979
16866,18918
65055,60072
9517,51214
20526,9828
35696,7166
8358,31
10590,2461
22970,74568
39895,62019
21334,110696
44990,82885
71,477
74534,207
17043,45586
8975,56447
10866,8167
9306,5576
31932,11317
198184,985041
11093,6161
53862,35596
20483,41883
252680,198927
22327,15033
11229,368
9654,13240
244114,83820
5708,5644
1975,20354
9381,1620
2157,14407
16781,56871
158150,42297
98557,76667
844,1339
1116,15497
76758,1006864
14024,78730
242166,55086
11400,69225
10327,35
1931,31133
34769,52852
66195,27631
370464,1438026
654,3084
290391,1360428
14557,77028
9919,17696
34723,24047
6795,27972
9691,1231
10676,6836
103663,92416
82675,3896
2105,21594
166424,135651
8836,2956
342,5203
43593,1951
93456,4589
47452,5049
39939,56251
96238,20362
14012,49
13342,2228
16241,2091
38543,51072
11086,8332
49365,526
168672,3894
44555,131303
362765,1519318
193603,14700
344466,1451500
9074,10843
119657,1070684
404,5606
38745,70851
5125,131
64686,9195
10397,65030
13501,955
8982,57207
58224,17832
10400,13549
14474,22226
51497,22123
12498,22131
250184,9629
2018,10297
2288,1204
58051,84957
10571,33260
1365,879
9275,819
603,6384
17379,36424
12138,1269
327,1091315
284293,1231
50037,27113
18886,5293
2118,1979
20857,135651
11637,9778
872,13294
424,3896
9963,18277
5722,45111
29917,105236
267935,1425420
10281,64720
1777,19011
62764,112561
49951,2157
25208,2231
7859,30614
9555,57952
44040,61659
243940,45407
860,12851
20770,181575
20856,86654
11954,6637
507,1146
264644,60073
11644,12074
1620,18082
21512,585
16,52
14757,77275
8011,13549
38365,49
1642,18277
181533,7399
10956,35476
25209,39601
157293,89154
274479,380
9737,4939
5759,45400
51052,41419
11024,26457
1824,19292
188927,1372
81188,9642
112456,55779
1250,2963
1378,19762
24021,84214
68818,101400
29514,1037
244783,1813
3083,30210
350,5064
18530,31383
9849,589
7979,17857
284293,7447
5902,3895
64690,17419
3080,2437
13411,17637
80035,21007
4234,14405
10208,64181
14834,21859
11153,54812
11170,53650
138697,1231
339984,9278
40794,24288
18900,6914
60243,240243
27420,97749
9770,8891
318850,1465324
72105,13240
4474,36422
12245,5049
14849,1218072
36819,10409
32456,3223
85860,1009256
25196,1229
6933,12833
1427,16273
12400,12898
16161,40036
37080,516
290595,74568
315664,933238
8952,206
37735,54693
299145,928572
11775,1922
9095,47722
35688,4721
13362,557886
11004,3910
68722,73421
307081,2178
4551,8891
9839,11701
49040,3293
849,12811
8055,5469
840,8437
4474,139
57214,225695
9449,388
426067,65334
58492,178617
51497,8167
14811,112253
1581,204
1734,10727
9291,19292
375290,1407967
13538,12214
79698,66442
16320,21088
7501,12834
40001,70233
25208,37042
82505,41883
809,776
10410,518
37964,17637
20360,35070
260778,237967
302579,65529
10478,1269
13491,55885
1544,17286
136400,13240
23483,54691
810,12073
1574,15758
769,11477
13496,72466
23730,11512
29697,104686
360188,1527843
231576,5367
9772,3
9455,13240
913,5724
74725,524107
40932,1047314
10357,12930
16005,53714
27585,2227
153518,54415
378200,89462
819,287
97430,78324
15983,105623
39269,7685
267935,40900
10833,10205
31909,19207
10773,5309
544,7399
66767,545345
13836,1285
2162,22109
9344,57387
9947,10884
16433,16856
9728,1225471
11780,3896
8913,1743
153795,11864
13027,10959
16186,80602
6623,2227
13342,777
133805,1231
46989,8985
925,15531
34106,30210
874,7192
59678,66431
392,1137
25643,6383
1999,207
9315,133
35019,7056
77459,51100
142132,65334
19204,101330
8839,6886
676,880
257,2282
10052,1269
17708,2314
334074,32597
12142,2224
20,99
29015,2879
1551,1204
26673,84841
193603,1376003
321,7003
10733,12261
39781,1231
13889,110310
207769,15854
301748,8211
13064,105158
50359,53862
15208,37168
379532,582851
9982,40347
10858,6280
140823,31
2266,884
362105,968006
10393,35980
10488,1038
8850,11389
713,18686
24150,9832
37495,2959
1635,1245
10027,1336
8363,21007
9782,3051
18841,65409
44990,131870
13495,3623
238603,1273197
10375,16483
11324,6193
289180,106321
39209,738
38356,83586
144336,65731
10014,62018
9754,3
10549,1666
24113,3092
8011,16214
219716,14704
8814,10882
3536,1037
13600,5960
11648,2882
12429,78347
19489,9781
28580,20391
8489,10127
19585,955
255343,1121
6957,22226
9452,4587
228967,19274
408,288940
1257,16856
291081,18616
31174,1327
1577,18041
1428,3131
244534,84223
10253,20386
1250,8210
10982,1813
1091,6856
13007,74088
10025,49265
17202,54421
507,7036
9277,4135
17979,206
14823,32300
550,287
7006,51798
1417,16970
18602,208693
26899,4729
100402,16828
429,190
13389,62644
9893,21027
3933,1639
8645,11664
32395,517
94348,80602
50725,1772
1555,17521
11194,68534
12569,23532
28355,6972
1808,3061
257088,972356
13849,1333
765,11749
323677,58224
14395,35776
10383,41819
5236,3223
10748,59620
38363,2228
98568,77795
32275,7664
20520,61697
20309,69122
679,2712
598,8595
426469,11662
9895,350
16172,11863
9425,11355
11258,1811
13183,50463
10279,3490
19316,84462
54702,151019
43923,34847
68812,335
46889,15758
16996,29222
71859,4764
11184,5577
46705,6858
301351,29222
65055,87440
21208,133
979,14606
12486,26485
29064,27763
38970,121732
23168,15556
83542,4587
68412,6368
228066,5530
38321,6162
2023,110
12589,60258
62204,5616
11820,205
11460,53714
330,1231
9279,1100
9894,4756
8869,56153
50698,239150
18734,1248
10218,17402
45317,3894
9358,57428
121986,45400
1427,17064
768,65
9043,53714
32222,109025
13751,2975
12183,8170
9869,3
1591,8797
1687,18647
11632,1244
12877,20284
30139,60561
14392,43661
187017,38673
173224,147
1911,3131
37834,6941
50014,19492
10808,31029
80215,1052102
10003,1118
43867,3610
95,880
326576,111010
6488,76239
12162,49271
9678,4687
40807,19274
11544,1580
37707,118357
10610,7400
276907,2040
13001,26087
805,4970
8618,55466
2023,5004
66025,9781
10641,1920
71469,52442
253235,1186840
11683,1284159
84175,1073500
65759,109
13027,5916
38055,287
592,193
49527,9281
13191,3036
24428,16828
26748,10297
18442,101250
455,231610
42345,194
8328,58368
57201,85
176124,108532
4995,4764
36419,6886
10776,13420
25983,78804
65086,10980
24126,59449
49017,114019
9879,3416
6440,1231
14914,16858
23827,90598
290751,5294
8999,2296
4958,14888
10017,6952
190955,8289
51384,9560
4244,35654
1499,14344
14120,91302
70436,59860
464,6285
13849,34551
11351,56357
17820,39601
31175,5498
8975,56446
9074,26510
314,4589
82507,569
5172,41883
1874,9824
2048,21088
9260,3905
9988,52051
14359,1233
62116,132182
76349,109432
40185,47796
3766,40
17113,2229
10571,21593
14745,60899
271331,3129
77987,30614
2088,5313
1116,15498
1931,31132
82631,19492
24363,12640
215881,109438
377,13652
36351,65002
51942,171396
22051,9827
243940,59315
8744,33
8963,193
3981,3141
2105,21593
76758,1031246
36668,1327
85,650
11152,11023
259943,1340
4960,2206
5126,3036
693,380
10678,15758
17044,58016
1969,20309
277216,1371398
46138,382
83588,580240
10708,776
4551,139
21610,585
25209,4343
57120,21089
11598,1271190
10611,9778
13856,21723
13963,76134
2300,23678
266856,37632
9562,17276
1427,10779
404,5607
50497,11110
53256,15122
181330,1174142
17926,27855
35688,80602
9027,69122
77950,13242
62,246
109091,17288
11451,49265
55561,3051
4942,1461
10445,8937
41439,2144
24418,27972
59930,18291
9381,12835
216015,118545
270487,16851
37834,133
25113,21278
15800,1743
407887,73249
37786,38024
92182,27858
9441,4038
146631,1017259
43546,129520
8942,1812
7350,192
872,13295
9671,57166
9594,106836
9779,59174
29917,105235
5126,41308
2013,8789
13824,23659
84184,62861
139038,154000
10184,880
250066,22123
76640,2178
153158,1182533
13982,56128
271110,16828
26022,35742
50456,1080195
14757,77274
13197,11006
34069,64017
4858,2227
9713,4785
9906,1204
9626,1100
13816,52851
25376,93647
1900,3392
9766,18918
11237,21798
9489,5344
6978,6856
21349,524
45958,137920
109428,17441
146,1339
16281,11066
123678,1349417
6795,51297
194662,2232
158011,4587
15301,14101
10179,5146
4824,1205
9441,1204
37950,29222
81390,27755
14623,60459
59728,18992
34016,59860
11983,52
198185,65717
603,530
43418,129527
29920,1104462
205126,1114366
11398,55636
4011,7447
10050,205
646,738
82525,27428
7220,8891
10208,64182
60243,240242
609,10083
20055,27755
46829,13242
37821,18976
252512,7399
299245,1357480
5820,3392
388,2296
9059,9575
16996,41087
286939,168675
347764,932030
38167,1204
6282,28472
11586,37366
9292,1533
639,7904
300671,18473
361475,1379277
119450,64
18681,29459
335,4959
37799,37625
9664,1003
1497,74932
11615,350
27686,152713
36419,15033
1950,8783
9408,10959
50620,37917
9548,10681
347126,78501
11697,854
103620,78434
24113,6449
3482,13324
11375,2299
11812,11155
1586,1241
10560,8691
27586,501
16428,134
8883,20258
5,3131
56491,10447
10655,13022
35944,34715
198663,1310760
39514,15735
597,3713
63006,53975
8467,206
15670,84206
127493,6164
38717,33196
8944,2228
26688,54499
69668,3489
5966,1233
323677,23229
38665,2454
616,7676
2135,17787
89325,3092
62402,235278
40264,34202
453,228
14976,1813
11351,69119
53502,10843
27983,4958
58680,88059
66767,545344
9360,16866
10350,33260
36647,10814
10567,15531
216015,49971
64678,11665
646,9871
15639,15897
49527,478
10534,47879
50497,70518
11022,12261
4232,9206
106747,55085
40160,2769
2119,2227
1619,11864
16619,21277
9362,4724
865,2051
330,4785
2135,529
525,707
1372,938
2661,16108
21525,54422
66468,1039985
91721,6772
9715,18277
57431,21007
30082,16428
206412,1188912
10315,17881
10223,879
278348,121718
13948,7090
21494,17497
5174,66
9659,58401
14284,106843
10138,3223
8961,78029
321,7002
214,2138
6538,1204
15875,78896
241254,12261
28211,71070
49948,166002
316152,932967
86549,152416
69270,144301
10196,61186
157185,1210640
23069,186336
9387,1100
14444,60950
38570,66524
9443,29068
26748,2955
1259,2440
38223,12929
157547,543261
34314,11477
13498,37936
1957,3196
10696,18288
12429,78346
34099,78229
91122,9207
50875,2517
12634,887
22556,227
82533,45400
120467,1164
76341,6885
12486,2231
2148,1205
14202,819
19912,84076
45269,118
49018,17181
44594,20750
25189,7570
34647,112745
150540,21125
262504,94185
10549,937
10285,64742
1588,13446
8840,11207
14292,6856
342502,150
18681,3061
220490,1263939
9286,57136
278,192
7942,5587
304410,13688
297761,234352
11042,38526
11370,8211
2294,880
7006,51799
1885,23915
17044,2462
39053,3141
11152,17243
12244,4764
18079,96918
40769,124562
9334,61981
9879,16475
83666,62
13920,1981
10047,63
43213,17920
1858,19536
9390,9777
9003,14782
8435,47632
47327,2963
11194,68535
164457,3894
70,192
9678,1037
7874,2231
19724,118372
11551,205
4512,1893
264656,448
32856,10860
39013,16861
36557,10912
11170,28657
240,1158
24913,25024
20829,19274
276907,2524
62214,49918
309919,429
125052,1183822
17994,72055
310569,228012
22894,6065
12162,53650
10016,9778
11843,12446
18701,26257
97020,92404
6068,14409
62213,85
142132,599196
16388,21398
4965,33
18923,72466
1824,69597
20178,2157
1359,5293
9437,2130
10950,1160
23629,70456
1443,205
157422,1138751
40658,1220249
709,2055
8869,56152
129,19589
8285,2231
69382,558541
288,4068
415,1461
294512,1178795
35691,46922
22971,9976
51497,12835
183894,5658
1975,11863
25678,55271
334074,517
115210,969460
9571,51792
1573,7676
256591,234352
13576,90778
544,2876
9821,20220
10385,14406
396152,1615805
39806,69225
86834,10990
9975,69597
27205,24045
11033,44038
534,21028
1572,2231
388,5292
43213,7164
11219,24367
56930,99461
9978,61363
321258,17283
195589,9827
9268,1100
16617,9012
77930,61363
9313,6193
301748,52775
11137,68307
10156,29803
11176,68455
13411,18471
1579,17689
5503,2176
78383,74618
10008,55636
13064,95939
2034,5292
16996,14408
51588,234984
10279,5723
298584,1129413
12088,51641
11442,8944
274,349
23168,880
12103,48
20533,6949
11141,3968
818,14386
391,14276
18206,39481
694,10410
46529,18082
7516,10859
8272,350
339984,1164259
15045,77799
13197,67524
5971,3416
27455,65164
41216,33449
464,6286
48231,116
1624,16307
245700,9191
48309,65019
181283,87722
4513,2299
62677,170615
1494,17380
202575,64445
846,12640
8840,6065
35,199
76025,18473
43347,1813
6071,2963
14629,55824
8675,34518
41216,15577
11544,66193
157185,1264589
10395,13548
299687,56734
22074,2155
10956,18326
9035,56749
8587,15152
13064,13922
19495,58982
5393,43120
14299,3490
20178,87669
158895,1103727
8854,6487
8831,15111
4476,18992
61752,4604
342,5201
49013,887
4512,9880
38745,5081
4517,2296
1584,3234
12779,73475
12555,72791
11013,4654
43306,77158
343795,1488908
83542,31
117263,6383
214756,52139
10217,213388
330770,1440182
14317,22082
10844,33310
2034,569
10092,51936
9918,15543
114635,218973
10563,14408
9378,6368
16988,210773
10314,38581
84401,287382
11588,15555
116584,4935
253235,3392
50647,22226
7301,18472
1970,11863
290825,1459885
2300,23679
8834,2461
51955,932191
1452,1979
10416,52865
23685,2233
9366,147
34417,87765
13198,27855
9297,57189
11007,5149
944,4517
215881,55086
10535,1466
10189,62862
62,247
7873,6862
84197,1163085
36739,2975
146203,936970
11015,3197
